trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.6137457494888116}",20,8,-94.61604932151181,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 2}",1
184,False,"{'a': 0.5, 'e': 0.6097905754324501}",20,12,6.085134046274272,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.6058201566434628}",30,9,-58.49238584315214,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.6018345923821126}",20,8,-50.93600102014426,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
187,False,"{'a': 0.5, 'e': 0.5978339822872982}",25,0,-17.179004203504533,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.5938184263740639}",30,6,-52.17781024776528,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.5897880250310982}",25,0,-55.40798563149652,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.5857428790182249}",20,0,-127.19331581734426,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.5816830894638835}",30,20,17.671597767055143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.5776087578626015}",20,16,6.871349507250044,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.5735199860724567}",30,10,-35.364232515360015,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.5694168763125309}",25,3,-95.86611876524918,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 2}",1
195,False,"{'a': 0.5, 'e': 0.5652995311603544}",20,5,-11.250913230994557,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.5611680535493414}",25,2,4.27417126324871,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.5570225467662173}",20,6,-17.632947464650698,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.5528631144484356}",30,6,27.72876493258688,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.5486898605815875}",25,8,2.196172421790121,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.5445028894968026}",25,0,-32.75550718118513,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.5403023058681398}",30,0,-73.29316322715145,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.5360882147099707}",25,3,-37.62596243590983,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.5318607213743555}",20,0,-18.238584136367667,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
204,False,"{'a': 0.5, 'e': 0.5276199315484067}",25,20,7.672720445787539,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.5233659512516495}",20,0,-40.83257762057403,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.5190988868333698}",20,0,-25.43895071888693,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.5148188449699553}",20,0,-46.20627040227096,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.5105259326622303}",25,15,11.653019576913845,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.5062202572327784}",20,0,-18.49494001898176,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.5019019263232615}",25,0,-28.255092406566447,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.49757104789172696}",20,12,-19.838015968539192,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.4932277302099105}",20,0,5.230898458003384,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.4888720818605275}",25,0,-32.56920428019312,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.48450421173456026}",20,6,14.61685467185541,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.4801242290285341}",25,0,-30.558764377841804,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.4757322432417888}",20,0,-32.670981188576654,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
217,False,"{'a': 0.5, 'e': 0.47132836417373997}",20,3,1.4861039747122493,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.4669127019211353}",20,0,11.578894334371405,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.4624853668753008}",25,0,-64.28955220028199,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.45804646971938234}",20,0,-6.632236708019094,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.4535961214255773}",25,0,8.324884128372712,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.4491344332523616}",20,6,-73.0165368751311,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.4446615167417068}",25,0,-28.596952921545384,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.440177483716293}",25,3,28.911000861634818,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.4356824462767121}",20,6,13.53093100991076,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.4311765167986662}",25,5,20.474109930524936,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.42665980793015723}",20,9,9.358503230540945,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.422132432588672}",35,10,-147.5504646267763,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 4}",1
229,False,"{'a': 0.5, 'e': 0.41759450395835795}",35,5,-14.48108075404129,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.4130461354871949}",20,0,9.862806047387496,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.40848744088415717}",20,13,7.03036073640388,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.40391853411637296}",20,6,-59.69595307881356,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
233,False,"{'a': 0.5, 'e': 0.3993395294062732}",35,14,-91.11249304401161,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 2}",1
234,False,"{'a': 0.5, 'e': 0.39475054122873704}",30,16,7.824582627777211,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.3901516843082303}",25,14,22.1063915346711,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.385543073615936}",20,0,-14.82502814837275,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.38092482436688185}",25,12,4.945986455270292,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.3762970520170581}",20,16,6.645489157486562,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.371659872260533}",25,11,-25.90259581160691,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.3670134010265584}",20,13,14.658751469881867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.3623577544766736}",35,12,-72.2195649044252,"{0: 18, 1: 1, 2: 0, 3: 3, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.3576930490017995}",25,4,4.43622993501466,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.3530194012193304}",30,10,-40.908866691675954,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.348336927970217}",25,0,-12.201228873319153,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.34364574631604705}",20,0,-67.29857959779746,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.3389459735361172}",30,2,19.23551667404318,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.3342377271245026}",35,0,-52.53096954383488,"{0: 30, 1: 1, 2: 2, 3: 0, 4: 2}",1
248,False,"{'a': 0.5, 'e': 0.32952112478711787}",20,0,-44.370320179055064,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.32479628443877623}",20,9,15.15471203993734,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.32006332420023986}",25,10,-37.731505522450924,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.3153223623952687}",25,0,8.63368072013867,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.3105735175476604}",25,11,-9.483870218347267,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.30581690837828934}",25,12,-2.1656391625371247,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.3010526538021365}",30,14,-31.562119629670676,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.29628087292531874}",20,0,-7.433705402120972,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.2915016850421088}",30,20,16.385008801964013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.2867152096319555}",25,15,5.8102514728931265,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2819215663564944}",30,18,4.62648190921661,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2771208750565576}",25,0,25.45565390491115,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
260,False,"{'a': 0.5, 'e': 0.272313255749178}",20,2,-33.14195384229953,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.26749882862458735}",25,13,12.783467668206372,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.26267771404321355}",25,5,4.276905714968942,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.25785003253266964}",25,15,19.833937251278563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.25301590478474223}",20,10,18.106787440089587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,5,-16.421811228000834,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.24332879414663827}",20,0,-3.2455069858721144,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.23847605343372313}",25,11,24.109113345412347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.233617350831893}",20,9,20.521252569658596,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.22875280780845939}",20,13,5.541147258652925,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.22388254597674498}",20,15,9.175618788978843,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2190066870930415}",25,0,23.85181462249709,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
272,False,"{'a': 0.5, 'e': 0.21412535305356747}",20,10,17.930360094191386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.20923866589141926}",20,10,-21.5675206283816,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.20434674777352183}",25,15,16.576847686145655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.19944972099757285}",20,6,22.650596852168267,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.19454770798898718}",20,3,-43.36178688241556,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
277,False,"{'a': 0.5, 'e': 0.18964083129783424}",25,11,12.472013601161477,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.1847292135957762}",20,6,23.182834198936483,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.17981297767299936}",25,13,6.819931787837276,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.17489224643514614}",25,4,32.69626512394137,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.16996714290024081}",20,3,5.955415778363842,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.16503779019561562}",35,17,19.55575482503555,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.16010431155483126}",20,7,28.487455771455735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.15516683031459658}",25,0,18.372142983058012,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.15022546991168584}",30,10,-1.6429765238608198,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.14528035387985133}",20,8,5.342878050107579,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.14033160584673673}",20,13,13.152711353330416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.13537934953078465}",20,10,-11.942167072165011,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.13042370873814554}",20,12,16.067898276376148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.12546480735958065}",20,8,7.558212780283554,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.12050276936736662}",20,9,24.685360525602103,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.11553771881219435}",35,17,31.540037627261512,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.11056977982006959}",20,12,13.515390015349553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.10559907658920793}",25,12,12.462377736488769,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.10062573338693173}",20,6,22.76369243418246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.09564987454656154}",30,18,9.5557801535874,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.09067162446430968}",25,0,-1.864121553543116,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
298,False,"{'a': 0.5, 'e': 0.08569110759616845}",20,16,5.81682261648243,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.08070844845480063}",20,9,20.061665084572827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.07572377160642477}",20,13,13.445800682927352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.0707372016677029}",30,20,19.328532374854714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.06574886330262336}",25,8,30.656531797515324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.0607588812193859}",20,1,24.18914966117933,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.05576738016728224}",20,0,32.840433208069,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.05077448493357918}",20,9,21.551291382399313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.04578032034039706}",20,3,32.27344696989919,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.040785011241591035}",25,8,31.04106278906501,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.03578868251962797}",30,18,21.359179596247422,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.03079145908246612}",30,12,30.70075141144123,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.025793465860430936}",20,14,12.918144531284746,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,6,32.332336078223804,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,8,20.22604631868399,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,14,8.983473887847788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,9,30.81212134656485,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,10,17.759862106778634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,2,28.624013110412715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,8,23.828923216565066,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,9,28.391179328187942,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,20,10.571464954230732,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,11,27.86320102154707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
